Username,Caption,Hashtags,Timestamp,Likes,Followers,CommentCount,profileUrl,postUrl,Engagement Score,Comment desc,Translated_Comments,Sentiment_Scores,Sentiment_Score
kristinervb,pov live cph first week may looked,#pintereststyle,Today at 23:10,1840,27000,183,https://www.instagram.com/kristinervb,https://www.instagram.com/p/C6oa13_NbJP/,7.492592592592593,"[
    ""😍"",
    ""Omgg loveee ❤️"",
    ""🙌"",
    ""Okay, nu vil jeg også have page 🥹😍 WOW ❤️‍🔥"",
    ""Hvor er dit tørklæde fra samt din perlehalskæde og den hvide skjorte?😍"",
    ""OMG love 😍😍"",
    ""Looove the vibes🫶🏻😍"",
    ""How perfect is this ❤️❤️"",
    ""Slayyyy😍""
]
","['😍', 'Omgg loveee ❤️', '🙌', 'Okay, now I want Page \U0001f979😍 Wow ❤️\u200d🔥', 'Where is your scarf from as well as your pearl necklace and the white shirt? 😍', 'OMG love 😍😍', 'Looove the vibes\U0001faf6🏻😍', 'How perfect is this ❤️❤️', 'Slayyy😍']","[0.0, 0.0, 0.0, 0.7184, 0.2732, 0.6369, 0.0, 0.5719, 0.0]",0.2444888888888889
aader.archv,costa brava tags outfitinspiration outfitinspo ootd fitcheck streetwear fashion streetstyle streetfashion ootd mensfashion workwear streetwearfashion outfit vintagewear menswear vintagestyle streetwearstyle gorpcore oldmoneyaesthetic oldmoney workwearstyle outfitstyle outfittoday,#StreetStyle,Today at 20:43,5553,186000,34,https://www.instagram.com/aader.archv,https://www.instagram.com/p/C9K_cU8qkL5/,3.003763440860215,"[
    ""El mejor lugar del mundo!! Donde estas de la cb?"",
    ""This is too clean"",
    ""Clean 🔥"",
    ""I need that knit shirt 😭"",
    ""unas bravas in the costa brava"",
    ""🔥🔥"",
    ""Vibes🔥"",
    ""5th photo is not urs obviously 🙄"",
    ""best eva""
]
","['The best place in the world !!Where are you CB?', 'This is too clean', 'Clean 🔥', 'I need that knit shirt 😭', 'some bravas in the coast brava', '🔥🔥', 'Vibes🔥', '5th photo is not urs obviously 🙄', 'best eva']","[0.6988, 0.4019, 0.4019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6369]",0.23772222222222222
styledbysophie_,top sold mango ive linked similar style stories virtualstylist personalstylist styleinspo fashion fashioninspo styleboards dailyfashioninspo ootd styledaily ukfashion fashionblogger ukfashionblog lookbook stylist mangohaul mangooutfit mangofashion ss summeroutfit holidayoutfit citybreakoutfit pullandbear leopardprint,#FashionInspo,Today at 01:28,1452,17200,9,https://www.instagram.com/styledbysophie_,https://www.instagram.com/p/C9LJ7MvMoZQ/,8.494186046511627,"[
    ""Adore 🔥🔥"",
    ""😍😍😍"",
    ""Stunning!!😍😍"",
    ""I need to put restocks notifications on that top!!"",
    ""Hi, where is the skirt from?"",
    ""Love this 😍"",
    ""Love the top but it felt so itchy on me, don’t know what to do bc i wanna wear it by itself 😭"",
    ""I neeeeed this skirt 😍😍"",
    ""Love this 😍""
]
","['Adore 🔥🔥', '😍😍😍', 'Stunning!!😍😍', 'I need to put restocks notifications on that top!!', 'Hi, where is the skirt from?', 'Love this 😍', 'Love the top but it felt so itchy on me, don’t know what to do bc i wanna wear it by itself 😭', 'I neeeeed this skirt 😍😍', 'Love this 😍']","[0.5574, 0.0, 0.0, 0.3365, 0.0, 0.6369, -0.156, 0.0, 0.6369]",0.22352222222222226
derrickdphoto,kayliejeffers derrickdphoto ddpstudio gear canonusa r godoxlighting chicago chicagomodel chicagomodels chicagophotographer chicagophotography model modeling modelsearch modellife posesforpictures urbanphotography urbanart urbanfashion streetphotography graffitiphotography photography photooftheday photoshoot blackandwhitephotography makeupartist studiovibes fashionshoot lifestyleshoot fashionstyle fashionoutfit headshots chicagoheadshots chicagoheadshotphotographer streetphotography streetnightphotography creativeportraits,#UrbanFashion,Apr 25,1788,10000,24,https://www.instagram.com/derrickdphoto,https://www.instagram.com/p/C6KCpzTyrSm/,18.12,"[
    ""Nice work"",
    ""Amazing work 📸"",
    ""🔥🔥🔥"",
    ""Awesome how do you do the one big photo you scroll !? I love it"",
    ""😍🔥😍🔥👌🏾"",
    ""🔥🔥"",
    ""😍🔥🙌"",
    ""This is 🔥"",
    ""Wht kind of hair blower is tht!""
]
","['Nice work', 'Amazing work 📸', '🔥🔥🔥', 'Awesome how do you do the one big photo you scroll !? I love it', '😍🔥😍🔥👌🏾', '🔥🔥', '😍🔥🙌', 'This is 🔥', 'What kind of hair blower is that!']","[0.4215, 0.5859, 0.0, 0.8622, 0.0, 0.0, 0.0, 0.0, 0.0]",0.20773333333333335
derrickdphoto,value first derrickdphoto ddpstudio frame dncjs gear canonusa r godoxlighting chicago chicagomodel chicagomodels chicagophotographer chicagophotography model modeling modelsearch modellife posesforpictures urbanphotography urbanart urbanfashion streetphotography graffitiphotography photography photooftheday photoshoot blackandwhitephotography makeupartist studiovibes fashionshoot lifestyleshoot fashionstyle fashionoutfit headshots chicagoheadshots chicagoheadshotphotographer streetphotography streetnightphotography creativeportraits,#UrbanFashion,May 14,2038,10000,31,https://www.instagram.com/derrickdphoto,https://www.instagram.com/p/C67rqicg4WF/,20.69,"[
    ""Agreed but what if you have no clients"",
    ""THIS 🙌"",
    ""Soooo very true!! #knowyourworth ⭐️⭐️⭐️⭐️⭐️"",
    ""❤️🙌🙌🙌🙌🙌🔥👏👏👏👏👏👏😍"",
    ""Ready, set, go! 🔥🔥🔥🔥"",
    ""🔥🔥🔥"",
    ""Y como quedaron 👀"",
    ""Good 😍"",
    ""Dats so true thx bro""
]
","['Agreed but what if you have no clients', 'THIS 🙌', 'Soooo very true!! #knowyourworth ⭐️⭐️⭐️⭐️⭐️', '❤️🙌🙌🙌🙌🙌🔥👏👏👏👏👏👏😍', 'Ready, set, go! 🔥🔥🔥🔥', '🔥🔥🔥', 'And how were they 👀', 'Good 😍', 'Dats so true thx bro']","[-0.3071, 0.0, 0.5686, 0.0, 0.4199, 0.0, 0.0, 0.4404, 0.707]",0.20320000000000002
luxurypromisenextgen,raiding largest preloved lv vault japan vintagelouisvuitton murakamitakashi vintageshoppingonline luxuryfashionstyle genzfashion luxurypromise,#genzfashion,2024-07-09T10:16:22.028Z,1209,20800,37,https://www.instagram.com/luxurypromisenextgen,https://www.instagram.com/p/C2eg_r-xnYz/,5.990384615384615,"[
    ""In Japan. Japanese are very wealthy. This is worn by almost everyone who loves fashion 😍 Their prelove market is too die for 🙌🙌🙌"",
    ""Where is the place?"",
    ""Got my LV Monceau this week and by far the best condition one I’ve seen currently being sold under £600!! It looked barely used. Thanks so much. Love it and even came with original dustbag! 😍😍"",
    ""Real ones would never be stored like this"",
    ""Where is this?"",
    ""Where dis babe"",
    ""😮"",
    ""Denim ones please"",
    ""As much as I want to buy it there to save, I’m really scared buying luxury brands other than the store itself. And I don’t want to buy a 2nd hand item either!""
]
","['In Japan. Japanese are very wealthy. This is worn by almost everyone who loves fashion 😍 Their prelove market is too die for 🙌🙌🙌', 'Where is the place?', 'Got my LV Monceau this week and by far the best condition one I’ve seen currently being sold under £600!! It looked barely used. Thanks so much. Love it and even came with original dustbag! 😍😍', 'Real ones would never be stored like this', 'Where is this?', 'Where did babe', '😮', 'Denim ones please', 'As much as I want to buy it there to save, I’m really scared buying luxury brands other than the store itself. And I don’t want to buy a 2nd hand item either!']","[0.0334, 0.0, 0.938, -0.2755, 0.0, 0.0, 0.0, 0.3182, 0.6248]",0.18209999999999998
baldwinerbrasil,cute baby hails cute big hails,#FashionWeek,Today at 00:04,769,11700,6,https://www.instagram.com/baldwinerbrasil,https://www.instagram.com/p/C9LAUeqO849/,6.6239316239316235,"[
    ""Looks like Boo from Monster’s Inc."",
    ""diferent people"",
    ""🥰🥰"",
    ""Cutiee piee Hailey 😍😍"",
    ""She is always gorgeous ❤️🙌😍"",
    ""#haileybieber #haileybaldwin #model #topmodel #fashionweek #justinbieber #backstage #makeup #rhode #rhodeskin #candid #paparazzi #celebrity #spotted #streetstyle #outfit #hailey #photoshoot #babybieber #jailey #itgirl #cute"",
    ""Cute eh😂"",
    ""😍""
]
","['Looks like Boo from Monsters Inc.', 'different people', '🥰🥰', 'Cutiee piee Hailey 😍😍', 'She is always gorgeous ❤️🙌😍', '#haileybieber #haileybaldwin #model #topmodel #fashionweek #justinbieber #backstage #makeup #rhode #rhodeskin #candid #paparazzi #celebrity #spotted #streetstyle #outfit #hailey #photoshoot #babybieber #jailey #itgirl #cute', 'Cute eh😂', '😍']","[0.3612, 0.0, 0.0, 0.0, 0.6124, 0.0, 0.4588, 0.0]",0.17905000000000001
ohcandles.pl,boho flowerbox made soy flowers changed version boho box already well known youare daisies sweet prefer classics nude pink boxesdo like style flowerbox boxkwiata boxzkwiatowychowe kkwiatysjowe dekoracjakwiatowa wiecesjowe swiecesjowe swiecesjowe creen polskierekodzelo boho bohostyle strojwerwner dekorajawnet pomyslnapzen present,#BohoStyle,Yesterday at 17:27,415,6411,6,https://www.instagram.com/ohcandles.pl,https://www.instagram.com/p/C9KS3RgICAb/,6.566838246763376,"[
    ""خیلی شیک و نازه"",
    ""خیلی خوشگله😍"",
    ""Beautiful"",
    ""😍😍"",
    ""😍😍😍"",
    ""👏👏👏"",
    ""😍😍😍""
]
","['Very stylish', 'Very pretty', 'Beautiful', '😍😍', '😍😍😍', '👏👏👏', '😍😍😍']","[0.0, 0.5413, 0.5994, 0.0, 0.0, 0.0, 0.0]",0.16295714285714286
flicks_by_kris,family thing cruisenight streetwise lv lasvegas hydraulics spokes whitewalls wirewheels lowrider lowriderhoppers lvrawmagazine lowridergods lowriderlifestyle lowriderculture lowriderphotography lvshooters streetphotography streetstyle streetlife canon rmarkii tonekillers houseoftones artofvisuals visualavenues dontstopseeing throughthelens justgoshoot krisophotography,#StreetStyle,Today at 20:43,464,15400,24,https://www.instagram.com/flicks_by_kris,https://www.instagram.com/p/C9L0AVMPm8Z/,3.168831168831169,"[
    ""உங்க படம் சூப்பரா சூப்பர் கேரளா டு இந்தியா 👌👌"",
    ""♥️♥️"",
    ""😍😍😍😍"",
    ""❤️❤️"",
    ""✨❤️😍"",
    ""I love 😘💕 u answara rajan ❤️❤️❤️❤️"",
    ""🙌❤️"",
    ""❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️""
]
","['Your movie Supra Super Kerala to India 👌👌', '♥️♥️', '😍😍😍😍', '❤️❤️', '✨❤️😍', 'I love 😘💕 u answara rajan ❤️❤️❤️❤️', '🙌❤️', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️']","[0.5994, 0.0, 0.0, 0.0, 0.0, 0.6369, 0.0, 0.0]",0.1545375
rebecca.ku,runway marcelostertag model fashionweek berlin fwb fashionweekberlin runway catwalk,#FashionWeek,Yesterday at 12:20,4264,73200,17,https://www.instagram.com/rebecca.ku,https://www.instagram.com/p/C9JvuivsrdF/,5.848360655737705,"[
    ""SUPERSTAR"",
    ""🔥🔥🔥 Wow"",
    ""Oh wowwwsiiii❤️❤️"",
    ""👑"",
    ""👏👏👏"",
    ""Wow. Glückwunsch ❤️"",
    ""😍😍😍😍😍😍Hübsche"",
    ""GORGEOUS 😍😍😍🔥"",
    ""🔥🔥""
]
","['SUPERSTAR', '🔥🔥🔥 Wow', 'Oh wowwwsiiii❤️❤️', '👑', '👏👏👏', 'Wow.Congratulations ❤️', '😍😍😍Hübsche', 'GORGEOUS 😍😍😍🔥', '🔥🔥']","[0.0, 0.5859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.694, 0.0]",0.14221111111111112
laurenladnier,merci ps might one favorite cafes ppl dog watch,#pintereststyle,Today at 23:10,6281,125000,33,https://www.instagram.com/laurenladnier,https://www.instagram.com/p/C8IjvbSyGFb/,5.0512,"[
    ""Can you bring me home some butter plsssssss idk how but I wish"",
    ""obsessed with these colors & your outfit Lauren!!"",
    ""Which adidas shorts are those?"",
    ""I am living for your Paris content!!"",
    "". . . . . . . . . #outfitoftheday #outfitinspiration #pinterestgirl #outfitinspo #softaesthetic #aestheticedits #moodboard #pintereststyle #pinterestaesthetic #pinterestgirl #parisfoodie #thatgirlaesthetic #outfitideas #vintagestyle #pinterestinspo #y2kstyle #summerfashion #summeroutfit #summeroutfitideas #summeroutfit #summeroutfits #parisstyle#pinteresthair #paris#parismatcha#matchalatte #parismatcha"",
    ""need those shorts"",
    ""Loveee it but how do those shoes not give you blisters 😭😭"",
    ""Low key kinda love this together"",
    ""hey! which shorts are those? thanks""
]
","['Can you bring me home some butter plsssssss idk how but I wish', 'obsessed with these colors & your outfit Lauren!!', 'Which adidas shorts are those?', 'I am living for your Paris content!!', '. . . . . . . . . #outfitoftheday #outfitinspiration #pinterestgirl #outfitinspo #softaesthetic #aestheticedits #moodboard #pintereststyle #pinterestaesthetic #pinterestgirl #parisfoodie #thatgirlaesthetic #outfitideas #vintagestyle #pinterestinspo #y2kstyle #summerfashion #summeroutfit #summeroutfitideas #summeroutfit #summeroutfits #parisstyle#pinteresthair #paris#parismatcha#matchalatte #parismatcha', 'need those shorts', 'Loveee it but how do those shoes not give you blisters 😭😭', 'Low key kinda love this together', 'hey! which shorts are those? thanks']","[0.5187, -0.3147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4228, 0.4926]",0.12437777777777777
kaushal.naik_,body blessing girl explore explorepage foryoupage foryou monsoon goa pool fashionstyle lifestyle onelife ootdfashion instagram instafashion reelitfeelit trending viral fitness gymlife blessed,#InstaFashion,Yesterday at 22:15,821,5998,32,https://www.instagram.com/kaushal.naik_,https://www.instagram.com/p/C9Ky0_EvDcu/,14.221407135711903,"[
    ""Blessing❌ mehnat✅"",
    ""❤️‍🔥👀"",
    ""It definitely is ✨"",
    ""🔥😍❤️"",
    ""Definitely a blessing 🫰🤭"",
    ""😍"",
    ""🔥🔥🔥🔥🔥🔥"",
    ""🔥🔥🔥🔥Bro😍"",
    ""🔥🔥🔥🔥❤️""
]
","['Blessing❌ mehnat✅', '❤️\u200d🔥👀', 'It definitely is ✨', '🔥😍❤️', 'Definitely a blessing \U0001faf0🤭', '😍', '🔥🔥🔥🔥🔥🔥', '🔥🔥🔥🔥Bro😍', '🔥🔥🔥🔥❤️']","[0.0, 0.0, 0.4019, 0.0, 0.7096, 0.0, 0.0, 0.0, 0.0]",0.1235
lovefrenchisbetter,delon credit lovefrenchisbettertumblrcom lovefrenchisbetter parisianboy frenchboy frenchcinema aesthetics romyschneider lifestyle parisian vegan parisianvibe frenchstyle frenchfashion blogger vintagehaul fashionblog mm sustainablefashion sustainable cinephile parisienne essentialhomme frenchnewwave acteur nouvellevague frenchactor zegna anthonydelon alaindelon homme,#SustainableFashion,Jul 05,1199,17600,6,https://www.instagram.com/lovefrenchisbetter,https://www.instagram.com/p/C9AxbTQI82_/,6.846590909090909,"[
    ""🖤🔥"",
    ""❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"",
    ""A truly wonderful actor 👏"",
    ""✨"",
    ""❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"",
    ""❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"",
    ""💎⭐😍❤️❤️❤️❤️""
]
","['🖤🔥', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'A truly wonderful actor 👏', '✨', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', '💎⭐😍❤️❤️❤️❤️']","[0.0, 0.0, 0.765, 0.0, 0.0, 0.0, 0.0]",0.10928571428571429
sushh_thogre,keep addicted sushmathogre sushmavthogre bengaluru saithyamagne girl ootd fashionmodel pinterestfits genz kannadathi model photography fitspo cafe captions sushmathogre kannadathi aesthetic photoshoot redflags artist contentcreator viral fyp explore instagramdaily wideangle genzfashion girls pinterestinspired,#genzfashion,Jun 25,4846,51200,54,https://www.instagram.com/sushh_thogre,https://www.instagram.com/p/C8pP2PnqpE6/,9.5703125,"[
    ""I was wondering if you could tell me: If you’re here, who’s running Heaven?"",
    ""Hey is that dress you're wearing called a galaxy? Cuz it contains a heavenly body! ❤️"",
    ""Sathiya magne 😍❤️"",
    ""Keep whom addicted?"",
    ""🔥🔥🔥"",
    ""Uff maam😍 please give autograph"",
    ""So hotttttt"",
    ""Hawt"",
    ""Unfortunately it’s anti drug day""
]
","['I was wondering if you could tell me: If you’re here, who’s running Heaven?', ""Hey is that dress you're wearing called a galaxy? Cuz it contains a heavenly body! ❤️"", 'Sathiya Magne 😍️', 'Keep whom addicted?', '🔥🔥🔥', 'Uff maam😍 please give autograph', 'So hotttttt', 'hawt', 'Unfortunately it’s anti drug day']","[0.5106, 0.6476, 0.0, 0.0, 0.0, 0.3182, 0.0, 0.0, -0.5719]",0.10049999999999999
madame_yves_style,raniajalh model guliyavaliakhmetova madameyvesstyle fabulous fashionista fashionweek fashionlover fashionblogger fashionstyle fashionable usa fashionblog amazing fashionaddict fashiondesign shoutout fashionphotography collaboration business fashionbloggers chic nyc fashionphotographer style beautiful classy brand promotions aesthetic model,#FashionWeek,Jul 06,5418,579000,172,https://www.instagram.com/madame_yves_style,https://www.instagram.com/p/C9FEj5Bi-s_/,0.9654576856649395,"[
    ""I love this and that her shirt matches her salad!! 💚🥗"",
    ""Kkkkkk eu todinha kkkkkk"",
    ""😂😂😂😂😂"",
    ""😂😂😂😂😂😂😂"",
    ""😂😂😂😂😂😂"",
    ""😂😂😂😂😏"",
    ""😂😂"",
    ""😂😂"",
    ""That's me😂""
]
","['I love this and that her shirt matches her salad!! 💚🥗', 'Kkkkkkk eu todinha kkkkkk', '😂😂😂😂😂', '😂😂😂😂😂😂😂', '😂😂😂😂😂😂', '😂😂😂😂😏', '😂😂', '😂😂', ""That's me😂""]","[0.6988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07764444444444445
crazy_girl_edit_2,tag boy crazygirledit dhanush tamilbgms tamilwhatsappstatus streetstyle sruthihassan foodie friendsforever anirudh cutecouples crush makeup mine memes melodysongs mom model reels reelsinstagram trending tamillovesong cute movie motivationalquotes love lovefailurestatustamil loveyourself lovequotes lovesongstamil thalapathy taamillovestatus,#StreetStyle,Today at 20:43,4892,28900,4,https://www.instagram.com/crazy_girl_edit_2,https://www.instagram.com/p/C9Kf1imSSsM/,16.941176470588236,"[
    ""But now he left me ☺️🤭💞😘"",
    ""😍"",
    ""@__classy__boy__17 my happiness boy🌏💝💎🥹🫂"",
    ""@mahi_rider__143 💎🌍"",
    ""@_.shxwn.___ 💎"",
    ""@_naga_yadhav 💎❤️😐🌍👣"",
    ""@http.abinath 💎"",
    ""@__karthik.__vibz__.06_.____ 🥺💎💙""
]
","['But now he left me ☺️🤭💞😘', '😍', '@__classy__boy__17 my happiness boy🌏💝💎\U0001f979🫂', '@ do_rider__143 💎🌍', '@_.shxwn.___ 💎', '@_naga_yadhav 💎️😐🌍👣', '@http.abinath 💎', '@__karthik.__vibz__.06_.____ 🥺💎💙']","[0.0, 0.0, 0.5574, 0.0, 0.0, 0.0, 0.0, 0.0]",0.069675
how.vintage,photos past look ridiculous explorepage vintage pen modern furniture reels vintage vintagestyle vintagefashion clothes furnituredesign wholesome beauty wholesome wholesomememes fashion fashionshow viral cars commercial hair hairtutorial couples nostalgia,#VintageFashion,Today at 02:47,14298,784000,239,https://www.instagram.com/how.vintage,https://www.instagram.com/p/C9LS3lGuwN-/,1.8542091836734693,"[
    ""Excuse me? Prince could never be anything but amazing, fabulous, unique, legen-DARY!"",
    ""Owen hated blind spots while riding his Vespa"",
    ""That kiss your favorite Beatle thing seems pretty cool ngl"",
    ""Young girls still close up on pictures of their famous crush’s lips. Especially KPop fangirls. Hormones.🤷🏽‍♀️"",
    ""I grew up with that battle ship game! It was my Dad’s when he was a kid 😅 it was a fun game but as a girl I did notice the girls in the background washing dishes 🥲 and yess this did bug me and a little upset me as a kid 🥲💔"",
    ""Um😐............prince looked dope what are you talking about👏🏽"",
    ""Excuse me but don’t disrespect prince like that 😤""
]
","['Excuse me? Prince could never be anything but amazing, fabulous, unique, legen-DARY!', 'Owen hated blind spots while riding his Vespa', 'That kiss your favorite Beatle thing seems pretty cool ngl', 'Young girls still close up on pictures of their famous crush’s lips. Especially KPop fangirls. Hormones.🤷🏽\u200d♀️', 'I grew up with that battle ship game! It was my Dad’s when he was a kid 😅 it was a fun game but as a girl I did notice the girls in the background washing dishes 🥲 and yess this did bug me and a little upset me as a kid 🥲💔', 'Um😐............prince looked dope what are you talking about👏🏽', 'Excuse me but don’t disrespect prince like that 😤']","[0.9051, -0.7845, 0.8834, 0.0, -0.4409, 0.0, -0.0772]",0.0694142857142857
vamanicol,outfitiideas inspirationcoolchicmodafashionfashionstylestylediarystylish modastylingcitylifestreetstyle basicsoutfitsinspocoat streetphotographyvamanicol,#outfitiideas,"Jan 21, 2023",5113,317000,125,https://www.instagram.com/vamanicol,https://www.instagram.com/p/Cnq1kFhjNy4/,1.652365930599369,"[
    ""Excuse me? Prince could never be anything but amazing, fabulous, unique, legen-DARY!"",
    ""Owen hated blind spots while riding his Vespa"",
    ""That kiss your favorite Beatle thing seems pretty cool ngl"",
    ""Young girls still close up on pictures of their famous crush’s lips. Especially KPop fangirls. Hormones.🤷🏽‍♀️"",
    ""I grew up with that battle ship game! It was my Dad’s when he was a kid 😅 it was a fun game but as a girl I did notice the girls in the background washing dishes 🥲 and yess this did bug me and a little upset me as a kid 🥲💔"",
    ""Um😐............prince looked dope what are you talking about👏🏽"",
    ""Excuse me but don’t disrespect prince like that 😤""
]
","['Excuse me? Prince could never be anything but amazing, fabulous, unique, legen-DARY!', 'Owen hated blind spots while riding his Vespa', 'That kiss your favorite Beatle thing seems pretty cool ngl', 'Young girls still close up on pictures of their famous crush’s lips. Especially KPop fangirls. Hormones.🤷🏽\u200d♀️', 'I grew up with that battle ship game! It was my Dad’s when he was a kid 😅 it was a fun game but as a girl I did notice the girls in the background washing dishes 🥲 and yess this did bug me and a little upset me as a kid 🥲💔', 'Um😐............prince looked dope what are you talking about👏🏽', 'Excuse me but don’t disrespect prince like that 😤']","[0.9051, -0.7845, 0.8834, 0.0, -0.4409, 0.0, -0.0772]",0.0694142857142857
live_lyblake,beauty queen blakelively blake gossipgirl serenavanderwoodsen serena beautiful gorgeous stunning actress style stylish streetstyle streetstyleinspo celebrity celebs celebrities explore ootd ootdfashion,#StreetStyle,Today at 20:43,1174,35400,31,https://www.instagram.com/live_lyblake,https://www.instagram.com/p/C9KlLYJoqb9/,3.403954802259887,"[
    ""Пока ты смотришь на другую женщину , кто то смотрит на твою 😉"",
    ""Uno mira a otra, la chica mira la a cámara, el otro la mira a ella, y el ultimo siendo el mismo 😎"",
    ""Damn, the groom is staring at her like, \""Are You Serious!?\"""",
    ""The middle guy low key wished she married him."",
    ""Who is that handsome guy?"",
    ""Engraçado q a galera fica insinuando q ele tá olhando p outra mulher kkkkkkkk mas ninguém tem como saber"",
    ""Lui si che sa dove mettere le mani ,grande imprenditore 😂😂😂😂"",
    ""Photocomposing..."",
    ""Qvc""
]
","['While you look at another woman, someone looks at your 😉', 'One looks at another, the girl looks at the camera, the other looks at her, and the last being the same 😎', 'Damn, the groom is staring at her like, ""Are You Serious!?""', 'The middle guy low key wished she married him.', 'Who is that handsome guy?', 'Funny that the guys are implying that he is looking at another woman kkkkkkkk but no one has to know', 'He knows where to put his hands, great entrepreneur 😂😂😂😂', 'Photocomposing...', 'Qvc']","[0.0, 0.0, -0.126, -0.2732, 0.4939, -0.2144, 0.6249, 0.0, 0.0]",0.056133333333333334
rossellamigliaccio_,weekend sales begin reflect data make aware choices source clothes love live long time orsoladecastro photos matteoward rossellamiglioccio saldi shopping sustainablefashion fashion,#SustainableFashion,Jul 05,8585,415000,233,https://www.instagram.com/rossellamigliaccio_,https://www.instagram.com/p/C9Cf-mVt_Ty/,2.1248192771084335,"[
    ""È un tema davvero complesso che mi dà molto da pensare... Ho provato ad acquistare capi di marca pensando durassero di più ma non è successo; faccio fatica col vintage, sia per la taglia della parte sotto sia per trovare dove e quando andare. E soprattutto è vero che \""più spendi meno spendi\"", ma i soldi da spendere in quel momento lì ce li devi avere, e purtroppo la fast fashion è per molti non un'alternativa ma l'unica scelta possibile. Forse una possibilità è quella di comprare solo se davvero si ha bisogno! Personalmente cerco di farlo, soprattutto con scarpe e accessori: martedì sono corsa a comprare un paio di sandali dopo che quelli che avevo si sono completamente scuciti e sfalsati mentre camminavo!"",
    ""Grazieeeee ❤️❤️❤️❤️❤️"",
    ""La Venere degli stracci.. sta nella mia città... Per quanto mi riguarda io sto usando abbastanza Vinted e trovo capi quasi nuovi risparmiando, alcuni li vendo anche..."",
    ""Me ne sono accorta sopratutto da quando sono volontaria in un mercatino dell’usato- arriva parecchia roba anche nuova"",
    ""Brava Rossella!! 👏👏"",
    ""👏👏👏👏"",
    ""Consiglio il libro \""Vestirsi sostenibile\"" di Sophie Benson, Slowfood. Quello dei rifiuti tessili, (nonché del fastfashion con le sue ingiustizie sociali, e delle lavaggio del cervello che impone ai consumatori) è uno dei più gravi problemi del mondo attuale. Purtroppo è difficilissimo aprire gli occhi e si vorrebbe davvero poter voltare la testa dall'altra parte perché tutti noi adoriamo la moda e adoriamo vestirci, ma è uno di quei campi in cui ormai se ognuno non fa almeno un passettino nel suo piccolo, non si riusciranno a evitare catastrofi""
]
","['It is a truly complex theme that gives me a lot to think ... I tried to buy branded garments thinking more but it did not happen;I struggle with the vintage, both for the size of the part below and to find where and when to go.And above all it is true that ""the more you spend less spent"", but you must have the money to spend at that moment there, and unfortunately the Fast Fashion is for many not an alternative but the only possible choice.Perhaps a possibility is to buy only if you really need!Personally, I try to do it, especially with shoes and accessories: Tuesday I ran to buy a pair of sandals after those I had completely unplugged and staggered while I was walking!', 'Grazieeeee ❤️❤️❤️❤️❤️', ""The Venus of the rags .. lies in my city ... as far as I'm concerned I am using quite Vinted and I find almost new garments by saving, some are also selling them ..."", 'I have noticed especially since I am voluntary in a second-hand market- a lot of new stuff also arrives', 'Brava Rossella !!👏👏', '👏👏👏👏', 'I recommend the book ""Dressing sustainable"" by Sophie Benson, Slowfood.That of textile waste, (as well as fastfashion with its social injustices, and brainwashing that requires consumers) is one of the most serious problems in the current world.Unfortunately it is very difficult to open your eyes and you would really like to be able to turn your head on the other side because we all love fashion and love to dress, but it is one of those fields in which everyone does not make at least a passenger in his little one, he does notthey will be able to avoid catastrophes']","[0.6785, 0.0, -0.4215, 0.0, 0.0, 0.0, -0.0607]",0.028042857142857144
ultrasinside,old men ultrasworld ultrasfight ultrasmentality ultraslife casualscene fckcps fckcops footballhooligans ultras casuals hooligans ultraszone ultrasworld nopyronoparty awaydays cpcompany stoneisland thenorthface casualstyle casuallifestyle casuallads,#CasualStyle,Jul 07,5452,147000,11,https://www.instagram.com/ultrasinside,https://www.instagram.com/p/C9IA8K8sI6E/,3.716326530612245,"[
    ""He’s only 35"",
    ""Old man new tatts"",
    ""Will regret these when he’s old"",
    ""Oye la tinta buena. Ni se a desteñído, quizás se lo hizo ayer !!"",
    ""Ultras gab's doch zu seiner Zeit gar nicht 🤣"",
    ""111"",
    ""😂😂😂🤡""
]
","['He’s only 35', 'Old man new tatts', 'Will regret these when he’s old', 'Hey the good ink.Nor is he faded, maybe he did it yesterday !!', ""Ultras didn't exist at all in his time"", '111', '😂😂😂🤡']","[0.0, 0.0, -0.4215, 0.5399, 0.0, 0.0, 0.0]",0.016914285714285722
